surah,verse,meccan_medinan,length_letters,length_words,rhyme_letter,position_class,tags_count,tags_list,characterization
57,1,medinan,39,9,م,opening,16,divine-name-cluster;divine-name-pair-ending;divine-names;divine-names(3);divine-names-topic;ends-divine-pair;hadid-finding;hadid-opening;medinan;mutashabih-lafzi;pos-opening;rhyme-deviation;rhyme-م;short;surah-57;surah-opener,Describes the divine self
57,2,medinan,43,11,ر,early,7,hadid-opening;medinan;pos-early;rhyme-conforming;rhyme-ر;short;surah-57,Issues an imperative command
57,3,medinan,40,9,م,early,16,divine-name-cluster;divine-names;divine-names(4);divine-names-topic;hadid-finding;hadid-opening;hapax-topic;huwa-al-awwal-al-akhir;medinan;metal-mineral;paired-opposite;pos-early;rhyme-deviation;rhyme-م;short;surah-57,Describes the divine self
57,4,medinan,134,36,ر,early,18,ayat-al-kursi-finding;contains-wa-allah;divine-names;divine-names(1);famous-number;hadid-opening;iltifat;jinas;long;medinan;mentions-Allah;muhkam-mutashabih;pos-early;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ر;surah-57,Issues an imperative command
57,5,medinan,37,8,ر,early,10,divine-names;divine-names(1);hadid-opening;medinan;mentions-Allah;pos-early;rhyme-conforming;rhyme-ر;short;surah-57,Declares or asserts
57,6,medinan,52,12,ر,early,11,body-part;hadid-opening;jinas;medinan;medium;pos-early;qalb-theology;rhyme-conforming;rhyme-ر;surah-57;time-vocab,Describes the divine self
57,7,medinan,74,15,ر,early,13,divine-names;divine-names(1);hapax;iltifat;imperative;jinas;medinan;medium;mentions-Allah;pos-early;rhyme-conforming;rhyme-ر;surah-57,Promises reward to the believers
57,8,medinan,69,15,ن,middle,15,contains-question;covenant;divine-names;divine-names(1);iltifat;jinas;medinan;medium;mentions-Allah;pos-middle;rhetorical-Q;rhetorical-question;rhyme-deviation;rhyme-ن;surah-57,Poses a rhetorical question
57,9,medinan,69,17,م,middle,11,divine-names;divine-names(2);fire-light;iltifat;medinan;medium;mentions-Allah;pos-middle;rhyme-deviation;rhyme-م;surah-57,Declares or asserts
57,10,medinan,153,37,ر,middle,16,contains-question;contains-wa-allah;divine-names;divine-names(1);iltifat;jinas;long;medinan;mentions-Allah;pos-middle;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ر;surah-57;weapon,Poses a rhetorical question
57,11,medinan,43,12,م,middle,14,contains-question;divine-names;divine-names(1);jinas;medinan;mentions-Allah;pos-middle;rhetorical-Q;rhetorical-question;rhyme-deviation;rhyme-م;short;surah-57;zakat,Poses a rhetorical question
57,12,medinan,109,22,م,middle,10,divine-names;divine-names(1);iltifat;jinas;medinan;medium;pos-middle;rhyme-deviation;rhyme-م;surah-57,Promises reward to the believers
57,13,medinan,132,27,ب,middle,12,fire-light;hapax;iltifat;imperative;jinas;long;medinan;pos-middle;quotation;rhyme-deviation;rhyme-ب;surah-57,Warns of punishment
57,14,medinan,99,20,ر,middle,16,contains-question;divine-names;divine-names(1);iblis;iltifat;jinas;medinan;medium;mentions-Allah;pos-middle;quotation;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ر;surah-57,Poses a rhetorical question
57,15,medinan,64,15,ر,middle,7,iltifat;medinan;medium;pos-middle;rhyme-conforming;rhyme-ر;surah-57,Issues a negative command
57,16,medinan,118,28,ن,middle,16,contains-question;divine-names;divine-names(2);hapax;intra-xref;jinas;medinan;medium;mentions-Allah;pos-middle;qalb-theology;rhetorical-Q;rhetorical-question;rhyme-deviation;rhyme-ن;surah-57,Poses a rhetorical question
57,17,medinan,55,13,ن,middle,11,divine-names;divine-names(1);iltifat;imperative;medinan;medium;mentions-Allah;pos-middle;rhyme-deviation;rhyme-ن;surah-57,Issues an imperative command
57,18,medinan,57,12,م,middle,13,divine-names;divine-names(1);hapax;iltifat;jinas;medinan;medium;mentions-Allah;pos-middle;rhyme-deviation;rhyme-م;surah-57;zakat,Affirms with emphatic particle
57,19,medinan,105,20,م,middle,10,divine-names;divine-names(1);iltifat;medinan;medium;mentions-Allah;pos-middle;rhyme-deviation;rhyme-م;surah-57,Promises reward to the believers
57,20,medinan,180,39,ر,middle,19,color;divine-names;divine-names(1);emotion;hapax;iltifat;imperative;jinas;kinship;long;medinan;mentions-Allah;parable;parable-topic;pos-middle;rhyme-conforming;rhyme-ر;surah-57;water,Warns of punishment
57,21,medinan,108,25,م,middle,14,contains-wa-allah;divine-names;divine-names(2);hapax;iltifat;imperative;jinas;medinan;medium;mentions-Allah;pos-middle;rhyme-deviation;rhyme-م;surah-57,Issues an imperative command
57,22,medinan,69,21,ر,late,13,divine-names;divine-names(1);hapax;iltifat;jinas;medinan;medium;mentions-Allah;pos-late;rhyme-conforming;rhyme-ر;surah-57;tawhid,Issues a negative command
57,23,medinan,58,15,ر,late,12,contains-wa-allah;divine-names;divine-names(1);iltifat;medinan;medium;mentions-Allah;pos-late;prohibitive;rhyme-conforming;rhyme-ر;surah-57,Declares or asserts
57,24,medinan,56,12,د,late,14,divine-name-cluster;divine-name-pair-ending;divine-names;divine-names(3);ends-divine-pair;iltifat;jinas;medinan;medium;mentions-Allah;pos-late;rhyme-deviation;rhyme-د;surah-57,Describes the divine self
57,25,medinan,138,28,ز,late,17,divine-names;divine-names(1);earth-sciences-audit;gematria;hadid-finding;hadid-iron;iltifat;jinas;long;medinan;mentions-Allah;metal-mineral;pos-late;rhyme-deviation;rhyme-ز;scientific-foreknowledge;surah-57,Narrates prophetic history
57,26,medinan,74,14,ن,late,10,dual-form;gematria;iltifat;kinship;medinan;medium;pos-late;rhyme-deviation;rhyme-ن;surah-57,Narrates prophetic history
57,27,medinan,191,39,ن,late,15,divine-names;divine-names(1);hapax;iltifat;intra-xref;jinas;loan-word;long;medinan;mentions-Allah;pos-late;rhyme-deviation;rhyme-ن;scripture-ref;surah-57,Promises reward to the believers
57,28,medinan,94,22,م,late,18,contains-vocative-ar;contains-vocative-en;contains-wa-allah;divine-names;divine-names(1);dual-form;fire-light;iltifat;imperative;jinas;medinan;medium;mentions-Allah;pos-late;rhyme-deviation;rhyme-م;surah-57;vocative,Addresses the audience by vocative
57,29,medinan,85,22,م,closing,15,body-part;contains-wa-allah;divine-names;divine-names(2);iltifat;jesus-engagement;jinas;medinan;medium;mentions-Allah;pos-closing;rhyme-deviation;rhyme-م;surah-57;surah-closer,Declares or asserts
58,1,medinan,73,18,ر,opening,18,contains-wa-allah;divine-names;divine-names(1);dual-form;hapax;iltifat;jinas;medinan;medium;mentions-Allah;negation;opens-with-qad;pos-opening;rhyme-deviation;rhyme-ر;sensory;surah-58;surah-opener,Declares or asserts
58,2,medinan,103,23,ر,early,14,divine-names;divine-names(1);fasting;iltifat;jinas;kinship;medinan;medium;mentions-Allah;pos-early;quotation;rhyme-deviation;rhyme-ر;surah-58,Declares or asserts
58,3,medinan,90,21,ر,early,14,contains-wa-allah;divine-names;divine-names(1);dual-form;iltifat;medinan;medium;mentions-Allah;pos-early;quotation;rhyme-deviation;rhyme-ر;surah-58;zakat,Declares or asserts
58,4,medinan,115,26,م,early,15,divine-names;divine-names(1);dual-form;famous-number;fasting;hapax;iltifat;jinas;medinan;medium;mentions-Allah;pos-early;rhyme-deviation;rhyme-م;surah-58,Warns of punishment
58,5,medinan,81,18,ن,early,11,divine-names;divine-names(1);iltifat;jinas;medinan;medium;mentions-Allah;pos-early;rhyme-conforming;rhyme-ن;surah-58,Affirms with emphatic particle
58,6,medinan,64,15,د,middle,12,contains-wa-allah;divine-names;divine-names(1);jinas;medinan;medium;mentions-Allah;pos-middle;rhyme-deviation;rhyme-د;surah-58;yawm,Declares or asserts
58,7,medinan,163,47,م,middle,18,contains-question;divine-names;divine-names(1);famous-number;iblis;iltifat;jinas;long;medinan;mentions-Allah;numerical-coincidence;pos-middle;rhetorical-Q;rhetorical-question;rhyme-break;rhyme-deviation;rhyme-م;surah-58,Poses a rhetorical question
58,8,medinan,167,38,ر,middle,16,contains-question;divine-names;divine-names(1);iltifat;jinas;long;medinan;mentions-Allah;pos-middle;quotation;rhetorical-Q;rhetorical-question;rhyme-break;rhyme-deviation;rhyme-ر;surah-58,Poses a rhetorical question
58,9,medinan,105,20,ن,middle,16,contains-vocative-ar;contains-vocative-en;divine-names;divine-names(1);iltifat;imperative;jinas;medinan;medium;mentions-Allah;pos-middle;prohibitive;rhyme-conforming;rhyme-ن;surah-58;vocative,Addresses the audience by vocative
58,10,medinan,82,17,ن,middle,13,contains-innama;divine-names;divine-names(1);iltifat;innama;jinas;medinan;medium;mentions-Allah;pos-middle;rhyme-conforming;rhyme-ن;surah-58,Declares or asserts
58,11,medinan,139,31,ر,middle,18,contains-vocative-ar;contains-vocative-en;contains-wa-allah;divine-names;divine-names(1);hapax;iltifat;imperative;jinas;long;medinan;mentions-Allah;pos-middle;quotation;rhyme-deviation;rhyme-ر;surah-58;vocative,Addresses the audience by vocative
58,12,medinan,92,23,م,middle,19,contains-vocative-ar;contains-vocative-en;divine-names;divine-names(1);dual-form;hapax;iltifat;imperative;jinas;medinan;medium;mentions-Allah;naskh;pos-middle;rhyme-deviation;rhyme-م;surah-58;vocative;zakat,Addresses the audience by vocative
58,13,medinan,115,24,ن,middle,21,contains-question;contains-wa-allah;divine-names;divine-names(1);dual-form;iltifat;imperative;imperative-topic;jinas;medinan;medium;mentions-Allah;naskh;pos-middle;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;salah;surah-58;zakat,Poses a rhetorical question
58,14,medinan,73,19,ن,middle,14,contains-question;divine-names;divine-names(1);emotion;iltifat;medinan;medium;mentions-Allah;pos-middle;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-58,Poses a rhetorical question
58,15,medinan,40,10,ن,middle,9,divine-names;divine-names(1);medinan;mentions-Allah;pos-middle;rhyme-conforming;rhyme-ن;short;surah-58,Warns of punishment
58,16,medinan,43,10,ن,middle,10,divine-names;divine-names(1);jinn;medinan;mentions-Allah;pos-middle;rhyme-conforming;rhyme-ن;short;surah-58,Warns of punishment
58,17,medinan,64,15,ن,late,11,divine-names;divine-names(1);kinship;medinan;medium;mentions-Allah;mutashabih-lafzi;pos-late;rhyme-conforming;rhyme-ن;surah-58,Declares or asserts
58,18,medinan,73,17,ن,late,12,divine-names;divine-names(1);iltifat;jinas;medinan;medium;mentions-Allah;pos-late;rhyme-conforming;rhyme-ن;surah-58;yawm,Declares or asserts
58,19,medinan,72,15,ن,late,11,divine-names;divine-names(1);iblis;jinas;medinan;medium;mentions-Allah;pos-late;rhyme-conforming;rhyme-ن;surah-58,Declares or asserts
58,20,medinan,37,8,ن,late,9,divine-names;divine-names(1);medinan;mentions-Allah;pos-late;rhyme-conforming;rhyme-ن;short;surah-58,Affirms with emphatic particle
58,21,medinan,34,9,ز,late,12,divine-names;divine-names(1);form-content-outlier;iltifat;jinas;medinan;mentions-Allah;pos-late;rhyme-deviation;rhyme-ز;short;surah-58,Describes the divine self
58,22,medinan,221,51,ن,closing,15,angel;divine-names;divine-names(2);iblis;iltifat;jinas;long;medinan;mentions-Allah;pos-closing;rhyme-conforming;rhyme-ن;surah-58;surah-closer;yawm,Promises reward to the believers
59,1,medinan,43,11,م,opening,18,asbab-nuzul;divine-name-cluster;divine-name-pair-ending;divine-names;divine-names(3);ends-divine-pair;hadid-finding;highlight;iltifat-topic;medinan;mutashabih-lafzi;mutashabih-topic;pos-opening;rhyme-deviation;rhyme-م;short;surah-59;surah-opener,Describes the divine self
59,2,medinan,185,41,ر,early,17,asbab-nuzul;divine-names;divine-names(1);hapax;iltifat;imperative;jesus-engagement;jinas;long;medinan;mentions-Allah;pos-early;qalb-theology;rhyme-deviation;rhyme-ر;surah-59;vocative,Declares or asserts
59,3,medinan,60,14,ر,early,11,divine-names;divine-names(1);hapax;jinas;medinan;medium;mentions-Allah;pos-early;rhyme-deviation;rhyme-ر;surah-59,Legislates a ruling
59,4,medinan,51,12,ب,early,11,divine-names;divine-names(1);jinas;medinan;medium;mentions-Allah;mutashabih-lafzi;pos-early;rhyme-deviation;rhyme-ب;surah-59,Describes the divine self
59,5,medinan,60,13,ن,early,12,asbab-nuzul;divine-names;divine-names(1);hapax;iltifat;medinan;medium;mentions-Allah;pos-early;rhyme-conforming;rhyme-ن;surah-59,Declares or asserts
59,6,medinan,90,25,ر,early,14,animal;contains-wa-allah;divine-names;divine-names(1);hapax;iltifat;jinas;medinan;medium;mentions-Allah;pos-early;rhyme-deviation;rhyme-ر;surah-59,Narrates prophetic history
59,7,medinan,166,37,ب,middle,14,divine-names;divine-names(1);hapax;iltifat;imperative;jinas;kinship;long;medinan;mentions-Allah;pos-middle;rhyme-deviation;rhyme-ب;surah-59,Describes a sign in nature
59,8,medinan,98,18,ن,middle,15,chrono-critical;divine-names;divine-names(1);form-content-outlier;iltifat;jinas;medinan;medium;mentions-Allah;numerical-sequence;phonaesthetic;pos-middle;rhyme-conforming;rhyme-ن;surah-59,Narrates prophetic history
59,9,medinan,134,31,ن,middle,12,hapax;iltifat;imperative;jinas;long;medinan;phonaesthetic;pos-middle;rhyme-conforming;rhyme-ن;surah-59;zakat,Declares or asserts
59,10,medinan,106,23,م,middle,11,dua;iltifat;imperative;jinas;medinan;medium;pos-middle;quotation;rhyme-deviation;rhyme-م;surah-59,Issues an imperative command
59,11,medinan,129,28,ن,middle,17,asbab-nuzul;contains-wa-allah;divine-names;divine-names(1);iltifat;jesus-engagement;jinas;long;medinan;mentions-Allah;pos-middle;quotation;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-59,Declares or asserts
59,12,medinan,73,16,ن,middle,7,jinas;medinan;medium;pos-middle;rhyme-conforming;rhyme-ن;surah-59,Declares or asserts
59,13,medinan,45,12,ن,middle,12,body-part;divine-names;divine-names(1);hapax;iltifat;medinan;mentions-Allah;pos-middle;rhyme-conforming;rhyme-ن;short;surah-59,Declares or asserts
59,14,medinan,94,23,ن,middle,9,hapax;iltifat;jinas;medinan;medium;pos-middle;rhyme-conforming;rhyme-ن;surah-59,Issues an imperative command
59,15,medinan,47,11,م,middle,8,medinan;parable;pos-middle;rhyme-deviation;rhyme-م;sensory;short;surah-59,Warns of punishment
59,16,medinan,68,17,ن,middle,16,divine-names;divine-names(1);iblis;iltifat;imperative;jinas;medinan;medium;mentions-Allah;parable;parable-topic;pos-middle;quotation;rhyme-conforming;rhyme-ن;surah-59,Declares or asserts
59,17,medinan,50,10,ن,middle,7,dual-form;medinan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-59,Declares or asserts
59,18,medinan,72,18,ن,middle,17,asbab-nuzul;contains-vocative-ar;contains-vocative-en;divine-names;divine-names(1);hashr-khawatim;iltifat;imperative;jinas;medinan;medium;mentions-Allah;pos-middle;rhyme-conforming;rhyme-ن;surah-59;vocative,Addresses the audience by vocative
59,19,medinan,51,10,ن,late,14,divine-names;divine-names(1);hashr-khawatim;iltifat;jinas;medinan;medium;mentions-Allah;nafs-theology;pos-late;prohibitive;rhyme-conforming;rhyme-ن;surah-59,Declares or asserts
59,20,medinan,48,10,ن,late,8,hashr-khawatim;jinas;medinan;pos-late;rhyme-conforming;rhyme-ن;short;surah-59,Promises reward to the believers
59,21,medinan,84,18,ن,late,19,ayat-al-kursi-finding;divine-names;divine-names(1);emotion;hapax;hashr-khawatim;ikhlas-muawwidhat-finding;iltifat;medinan;medium;mentions-Allah;opens-with-law-hypothetical;parable;parable-topic;pos-late;rhyme-conforming;rhyme-ن;self-reference;surah-59,Declares or asserts
59,22,medinan,51,13,م,late,25,ayat-al-kursi-finding;divine-name-climax;divine-name-cluster;divine-name-pair-ending;divine-names;divine-names(3);divine-names-topic;emotion;ends-divine-pair;fatiha-finding;hadid-finding;hapax-topic;hashr-khawatim;ikhlas-muawwidhat-finding;jinas;medinan;medium;mentions-Allah;muhkam-mutashabih;negation;pos-late;rhyme-deviation;rhyme-م;surah-59;tawhid,Issues a negative command
59,23,medinan,87,19,ن,late,22,ayat-al-kursi-finding;divine-name-climax;divine-name-cluster;divine-names;divine-names(9);divine-names-topic;fatiha-finding;hadid-finding;hashr-khawatim;ikhlas-muawwidhat-finding;jinas;medinan;medium;mentions-Allah;muhkam-mutashabih;negation;pos-late;rhyme-conforming;rhyme-ن;scripture-ref;surah-59;tawhid,Issues a negative command
59,24,medinan,78,17,م,closing,20,ayat-al-kursi-finding;balagha;divine-name-climax;divine-name-cluster;divine-name-pair-ending;divine-names;divine-names(6);divine-names-topic;ends-divine-pair;hapax;hashr-khawatim;jinas;medinan;medium;mentions-Allah;pos-closing;rhyme-deviation;rhyme-م;surah-59;surah-closer,Describes the divine self
60,1,medinan,220,49,ل,opening,16,contains-vocative-ar;contains-vocative-en;divine-names;divine-names(2);iltifat;jinas;long;medinan;mentions-Allah;pos-opening;prohibitive;rhyme-deviation;rhyme-ل;surah-60;surah-opener;vocative,Addresses the audience by vocative
60,2,medinan,68,13,ن,early,8,iltifat;medinan;medium;pos-early;rhyme-conforming;rhyme-ن;sensory;surah-60,Declares or asserts
60,3,medinan,62,13,ر,early,12,contains-wa-allah;divine-names;divine-names(1);iltifat;kinship;medinan;medium;mentions-Allah;pos-early;rhyme-deviation;rhyme-ر;surah-60,Describes an eschatological scene
60,4,medinan,221,52,ر,middle,15,chrono-critical;divine-names;divine-names(1);iltifat;intra-xref;jinas;long;medinan;mentions-Allah;opens-with-qad;pos-middle;quotation;rhyme-deviation;rhyme-ر;surah-60,Narrates prophetic history
60,5,medinan,56,13,م,middle,17,chiastic;divine-name-pair-ending;divine-names;divine-names(2);dua;ends-divine-pair;form-content-outlier;iltifat;imperative;jinas;medinan;medium;pos-middle;prohibitive;rhyme-deviation;rhyme-م;surah-60,Issues an imperative command
60,6,medinan,73,19,د,middle,16,divine-name-cluster;divine-name-pair-ending;divine-names;divine-names(4);emotion;ends-divine-pair;iltifat;jinas;medinan;medium;mentions-Allah;pos-middle;rhyme-deviation;rhyme-د;surah-60;yawm,Declares or asserts
60,7,medinan,63,15,م,middle,14,contains-wa-allah;divine-names;divine-names(1);emotion;hapax;iltifat;jinas;medinan;medium;mentions-Allah;pos-middle;rhyme-deviation;rhyme-م;surah-60,Describes the divine self
60,8,medinan,91,21,ن,middle,12,divine-names;divine-names(1);ethical-universalism;iltifat;jinas;medinan;medium;mentions-Allah;pos-middle;rhyme-conforming;rhyme-ن;surah-60,Issues a negative command
60,9,medinan,101,21,ن,middle,13,contains-innama;divine-names;divine-names(1);iltifat;innama;jinas;medinan;medium;mentions-Allah;pos-middle;rhyme-conforming;rhyme-ن;surah-60,Issues an imperative command
60,10,medinan,258,56,م,late,18,contains-vocative-ar;contains-vocative-en;contains-wa-allah;divine-names;divine-names(1);hapax;iltifat;imperative;jinas;long;medinan;mentions-Allah;pos-late;prohibitive;rhyme-deviation;rhyme-م;surah-60;vocative,Addresses the audience by vocative
60,11,medinan,94,21,ن,late,15,divine-names;divine-names(1);iltifat;imperative;imperative-topic;jinas;kinship;medinan;medium;mentions-Allah;parable;pos-late;rhyme-conforming;rhyme-ن;surah-60,Declares or asserts
60,12,medinan,173,39,م,late,20,body-part;contains-vocative-ar;contains-vocative-en;covenant;divine-names;divine-names(1);hapax;iltifat;imperative;intra-xref;jinas;long;medinan;mentions-Allah;pos-late;rhyme-deviation;rhyme-م;surah-60;vocative;vocative-topic,Addresses the audience by vocative
60,13,medinan,80,20,ر,closing,17,contains-vocative-ar;contains-vocative-en;divine-names;divine-names(1);emotion;iltifat;jinas;medinan;medium;mentions-Allah;pos-closing;prohibitive;rhyme-deviation;rhyme-ر;surah-60;surah-closer;vocative,Addresses the audience by vocative
61,1,medinan,43,11,م,opening,15,divine-name-cluster;divine-name-pair-ending;divine-names;divine-names(3);ends-divine-pair;hadid-finding;medinan;mutashabih-lafzi;mutashabih-topic;pos-opening;rhyme-deviation;rhyme-م;short;surah-61;surah-opener,Describes the divine self
