surah,verse,n_tags,tags,brief_note
55,10,4,hapax;iltifat;rahman-surah;rhyme-break,"hapax=root-hapax:Anm (lemma=>anaAm, root=Anm) | iltifat=inter:2->3 | rahman-surah=Ar-Rahman structural passage | rhyme-break=surah-modal=ان this=ام"
55,11,3,plant;rahman-surah;rhyme-break,plant=plants-quran.md | rahman-surah=Ar-Rahman structural passage | rhyme-break=surah-modal=ان this=ام
55,12,2,plant;rahman-surah,plant=plants-quran.md | rahman-surah=Ar-Rahman structural passage
55,13,6,dual-form;dual-form-topic;iltifat;rahman-refrain;rahman-surah;rhetorical-question,dual-form=rab~ | dual-form-topic=dual-form-mapping.md | iltifat=inter:3->2 | rahman-refrain=fa-bi-ayyi ala'i rabbikuma tukadhdhiban | rahman-surah=Ar-Rahman structural passage
55,14,5,hapax;iltifat;parable;rahman-surah;rhyme-break,"hapax=lemma-hapax:fax~aAr (lemma=fax~aAr, root=fxr) | iltifat=inter:2->3 | parable=B:humanity→clay like pottery [ka-l-fakhkhār] | rahman-surah=Ar-Rahman structural passage | rhyme-break=surah-modal=ان this=ار"
55,15,5,animal;hapax;jinn;rahman-surah;rhyme-break,"animal=quran-bestiary.md | hapax=lemma-hapax:m~aArij (lemma=m~aArij, root=mrj) | jinn=jinn-theology.md | rahman-surah=Ar-Rahman structural passage | rhyme-break=surah-modal=ان this=ار"
55,16,5,dual-form;iltifat;rahman-refrain;rahman-surah;rhetorical-question,"dual-form=rab~ | iltifat=inter:3->2 | rahman-refrain=fa-bi-ayyi ala'i rabbikuma tukadhdhiban | rahman-surah=Ar-Rahman structural passage | rhetorical-question=rhetorical-reproach (Al-Rahman refrain, corpus-undertagged) markers=>aY~"
55,17,6,dual-form;dual-form-topic;iltifat;paired-opposite;rahman-surah;rhyme-break,dual-form=ma$oriq | dual-form-topic=dual-form-mapping.md | iltifat=inter:2->3 | paired-opposite=paired-opposites-network.md | rahman-surah=Ar-Rahman structural passage
55,18,5,dual-form;iltifat;rahman-refrain;rahman-surah;rhetorical-question,"dual-form=rab~ | iltifat=inter:3->2 | rahman-refrain=fa-bi-ayyi ala'i rabbikuma tukadhdhiban | rahman-surah=Ar-Rahman structural passage | rhetorical-question=rhetorical-reproach (Al-Rahman refrain, corpus-undertagged) markers=>aY~"
55,19,8,dual-form;dual-form-topic;earth-sciences-audit;iltifat;rahman-surah;sacred-geo;scientific-foreknowledge;water,dual-form=baHor | dual-form-topic=dual-form-mapping.md | earth-sciences-audit=earth-sciences-audit.md | iltifat=inter:2->3 | rahman-surah=Ar-Rahman structural passage
55,20,4,dual-form;dual-form-topic;rahman-surah;scientific-foreknowledge,dual-form=bayon | dual-form-topic=dual-form-mapping.md | rahman-surah=Ar-Rahman structural passage | scientific-foreknowledge=barzakh between two seas
55,21,5,dual-form;iltifat;rahman-refrain;rahman-surah;rhetorical-question,"dual-form=rab~ | iltifat=inter:3->2 | rahman-refrain=fa-bi-ayyi ala'i rabbikuma tukadhdhiban | rahman-surah=Ar-Rahman structural passage | rhetorical-question=rhetorical-reproach (Al-Rahman refrain, corpus-undertagged) markers=>aY~"
55,22,5,dual-form;iltifat;loan-word;rahman-surah;water,dual-form=min | iltifat=inter:2->3 | loan-word=foreign-loan-words.md | rahman-surah=Ar-Rahman structural passage | water=water-vocabulary.md
55,23,5,dual-form;iltifat;rahman-refrain;rahman-surah;rhetorical-question,"dual-form=rab~ | iltifat=inter:3->2 | rahman-refrain=fa-bi-ayyi ala'i rabbikuma tukadhdhiban | rahman-surah=Ar-Rahman structural passage | rhetorical-question=rhetorical-reproach (Al-Rahman refrain, corpus-undertagged) markers=>aY~"
55,24,5,hapax;iltifat;parable;rahman-surah;rhyme-break,"hapax=lemma-hapax:mun$a_#aAt (lemma=mun$a_#aAt, root=n$A) | iltifat=inter:2->3 | parable=B:ships→like mountains [ka-l-aʿlām] | rahman-surah=Ar-Rahman structural passage | rhyme-break=surah-modal=ان this=لم"
55,25,5,dual-form;iltifat;rahman-refrain;rahman-surah;rhetorical-question,dual-form=rab~ | iltifat=inter:3->2 | rahman-refrain=fa-bi-ayyi ala'i rabbikuma tukadhdhiban | rahman-surah=Ar-Rahman structural passage | rhetorical-question=other-question markers=>aY~
55,26,4,hapax;hapax-topic;iltifat;rahman-surah,"hapax=root-hapax:fny (lemma=faAn, root=fny) | hapax-topic=hapax-legomena-catalog.md | iltifat=inter:2->3 | rahman-surah=Ar-Rahman structural passage"
55,27,5,body-part;muhkam-mutashabih;rahman-surah;rhyme-break;surah-ending,body-part=body-parts.md | muhkam-mutashabih=muhkam-mutashabih.md | rahman-surah=Ar-Rahman structural passage | rhyme-break=surah-modal=ان this=ام | surah-ending=surah-endings.md
55,28,5,dual-form;iltifat;rahman-refrain;rahman-surah;rhetorical-question,dual-form=rab~ | iltifat=inter:3->2 | rahman-refrain=fa-bi-ayyi ala'i rabbikuma tukadhdhiban | rahman-surah=Ar-Rahman structural passage | rhetorical-question=other-question markers=>aY~
55,29,2,iltifat;rahman-surah,iltifat=inter:2->3 | rahman-surah=Ar-Rahman structural passage
55,30,5,dual-form;iltifat;rahman-refrain;rahman-surah;rhetorical-question,dual-form=rab~ | iltifat=inter:3->2 | rahman-refrain=fa-bi-ayyi ala'i rabbikuma tukadhdhiban | rahman-surah=Ar-Rahman structural passage | rhetorical-question=other-question markers=>aY~
55,31,5,cosmology-audit;dual-form;dual-form-topic;iltifat;rahman-surah,cosmology-audit=cosmology-audit.md | dual-form=v~aqalaAn | dual-form-topic=dual-form-mapping.md | iltifat=intra-strict:verb_plus_indep_pron; inter:2->1 | rahman-surah=Ar-Rahman structural passage
55,32,5,dual-form;iltifat;rahman-refrain;rahman-surah;rhetorical-question,dual-form=rab~ | iltifat=inter:1->2 | rahman-refrain=fa-bi-ayyi ala'i rabbikuma tukadhdhiban | rahman-surah=Ar-Rahman structural passage | rhetorical-question=other-question markers=>aY~
55,33,10,cosmology-audit;form-content-outlier;imperative;jinas;jinn;rahman-surah;rhyme-break;scientific-foreknowledge;vocative;vocative-topic,cosmology-audit=cosmology-audit.md | form-content-outlier=form-meets-content-outliers.md | imperative=tanfu*u | jinas=jinas-wordplay.md | jinn=jinn-theology.md
55,34,4,dual-form;rahman-refrain;rahman-surah;rhetorical-question,"dual-form=rab~ | rahman-refrain=fa-bi-ayyi ala'i rabbikuma tukadhdhiban | rahman-surah=Ar-Rahman structural passage | rhetorical-question=rhetorical-reproach (Al-Rahman refrain, corpus-undertagged) markers=>aY~"
55,35,6,dual-form;dual-form-topic;hapax;iltifat;metal-mineral;rahman-surah,"dual-form=EalaY` | dual-form-topic=dual-form-mapping.md | hapax=root-hapax:$wZ (lemma=$uwaAZ, root=$wZ) | iltifat=intra-strict:two_verbs | metal-mineral=metals-minerals.md"
55,36,4,dual-form;rahman-refrain;rahman-surah;rhetorical-question,dual-form=rab~ | rahman-refrain=fa-bi-ayyi ala'i rabbikuma tukadhdhiban | rahman-surah=Ar-Rahman structural passage | rhetorical-question=other-question markers=>aY~
55,37,4,hapax;iltifat;parable;rahman-surah,"hapax=lemma-hapax:d~ihaAn (lemma=d~ihaAn, root=dhn) | iltifat=inter:2->3 | parable=B:sky rending→red rose like oil [ka-l-dihān] | rahman-surah=Ar-Rahman structural passage"
55,38,5,dual-form;iltifat;rahman-refrain;rahman-surah;rhetorical-question,"dual-form=rab~ | iltifat=inter:3->2 | rahman-refrain=fa-bi-ayyi ala'i rabbikuma tukadhdhiban | rahman-surah=Ar-Rahman structural passage | rhetorical-question=rhetorical-reproach (Al-Rahman refrain, corpus-undertagged) markers=>aY~"
55,39,3,iltifat;jinn;rahman-surah,iltifat=inter:2->3 | jinn=jinn-theology.md | rahman-surah=Ar-Rahman structural passage
55,40,5,dual-form;iltifat;rahman-refrain;rahman-surah;rhetorical-question,dual-form=rab~ | iltifat=inter:3->2 | rahman-refrain=fa-bi-ayyi ala'i rabbikuma tukadhdhiban | rahman-surah=Ar-Rahman structural passage | rhetorical-question=other-question markers=>aY~
55,41,4,hapax;iltifat;rahman-surah;rhyme-break,"hapax=lemma-hapax:n~awa`SiY (lemma=n~awa`SiY, root=nSy) | iltifat=inter:2->3 | rahman-surah=Ar-Rahman structural passage | rhyme-break=surah-modal=ان this=ام"
55,42,5,dual-form;iltifat;rahman-refrain;rahman-surah;rhetorical-question,dual-form=rab~ | iltifat=inter:3->2 | rahman-refrain=fa-bi-ayyi ala'i rabbikuma tukadhdhiban | rahman-surah=Ar-Rahman structural passage | rhetorical-question=other-question markers=>aY~
55,43,3,iltifat;rahman-surah;rhyme-break,iltifat=inter:2->3 | rahman-surah=Ar-Rahman structural passage | rhyme-break=surah-modal=ان this=ون
55,44,2,hapax;rahman-surah,"hapax=lemma-hapax:'aAn (lemma='aAn, root=Any) | rahman-surah=Ar-Rahman structural passage"
55,45,5,dual-form;iltifat;rahman-refrain;rahman-surah;rhetorical-question,"dual-form=rab~ | iltifat=inter:3->2 | rahman-refrain=fa-bi-ayyi ala'i rabbikuma tukadhdhiban | rahman-surah=Ar-Rahman structural passage | rhetorical-question=rhetorical-reproach (Al-Rahman refrain, corpus-undertagged) markers=>aY~"
55,46,6,color;dual-form;dual-form-topic;iltifat;paradise-hell;rahman-surah,color=colors-in-quran.md | dual-form=jan~ap | dual-form-topic=dual-form-mapping.md | iltifat=inter:2->3 | paradise-hell=paradise-hell-names.md
55,47,5,dual-form;iltifat;rahman-refrain;rahman-surah;rhetorical-question,"dual-form=rab~ | iltifat=inter:3->2 | rahman-refrain=fa-bi-ayyi ala'i rabbikuma tukadhdhiban | rahman-surah=Ar-Rahman structural passage | rhetorical-question=rhetorical-reproach (Al-Rahman refrain, corpus-undertagged) markers=>aY~"
55,48,4,dual-form;hapax;iltifat;rahman-surah,"dual-form=*uw | hapax=root-hapax:fnn (lemma=>afonaAn, root=fnn) | iltifat=inter:2->3 | rahman-surah=Ar-Rahman structural passage"
55,49,5,dual-form;iltifat;rahman-refrain;rahman-surah;rhetorical-question,dual-form=rab~ | iltifat=inter:3->2 | rahman-refrain=fa-bi-ayyi ala'i rabbikuma tukadhdhiban | rahman-surah=Ar-Rahman structural passage | rhetorical-question=other-question markers=>aY~
55,50,4,body-part;dual-form;dual-form-topic;rahman-surah,body-part=body-parts.md | dual-form=fiY | dual-form-topic=dual-form-mapping.md | rahman-surah=Ar-Rahman structural passage
55,51,4,dual-form;rahman-refrain;rahman-surah;rhetorical-question,"dual-form=rab~ | rahman-refrain=fa-bi-ayyi ala'i rabbikuma tukadhdhiban | rahman-surah=Ar-Rahman structural passage | rhetorical-question=rhetorical-reproach (Al-Rahman refrain, corpus-undertagged) markers=>aY~"
55,52,4,dual-form;dual-form-topic;iltifat;rahman-surah,dual-form=fiY | dual-form-topic=dual-form-mapping.md | iltifat=inter:2->3 | rahman-surah=Ar-Rahman structural passage
55,53,5,dual-form;iltifat;rahman-refrain;rahman-surah;rhetorical-question,"dual-form=rab~ | iltifat=inter:3->2 | rahman-refrain=fa-bi-ayyi ala'i rabbikuma tukadhdhiban | rahman-surah=Ar-Rahman structural passage | rhetorical-question=rhetorical-reproach (Al-Rahman refrain, corpus-undertagged) markers=>aY~"
55,54,6,dual-form;dual-form-topic;hapax;iltifat;loan-word;rahman-surah,"dual-form=jan~ap | dual-form-topic=dual-form-mapping.md | hapax=lemma-hapax:daAn (lemma=daAn, root=dnw) | iltifat=inter:2->3 | loan-word=foreign-loan-words.md"
55,55,5,dual-form;iltifat;rahman-refrain;rahman-surah;rhetorical-question,"dual-form=rab~ | iltifat=inter:3->2 | rahman-refrain=fa-bi-ayyi ala'i rabbikuma tukadhdhiban | rahman-surah=Ar-Rahman structural passage | rhetorical-question=rhetorical-reproach (Al-Rahman refrain, corpus-undertagged) markers=>aY~"
55,56,2,iltifat;rahman-surah,iltifat=inter:2->3 | rahman-surah=Ar-Rahman structural passage
55,57,5,dual-form;iltifat;rahman-refrain;rahman-surah;rhetorical-question,dual-form=rab~ | iltifat=inter:3->2 | rahman-refrain=fa-bi-ayyi ala'i rabbikuma tukadhdhiban | rahman-surah=Ar-Rahman structural passage | rhetorical-question=other-question markers=>aY~
55,58,5,hapax;iltifat;loan-word;parable;rahman-surah,"hapax=lemma-hapax:yaAquwt (lemma=yaAquwt, root=) | iltifat=inter:2->3 | loan-word=foreign-loan-words.md | parable=B:houris→like rubies and coral [ka-annahunna l-yāqūtu] | rahman-surah=Ar-Rahman structural passage"
55,59,5,dual-form;iltifat;rahman-refrain;rahman-surah;rhetorical-question,dual-form=rab~ | iltifat=inter:3->2 | rahman-refrain=fa-bi-ayyi ala'i rabbikuma tukadhdhiban | rahman-surah=Ar-Rahman structural passage | rhetorical-question=other-question markers=>aY~
55,60,5,iltifat;rahman-surah;rhetorical-Q-topic;rhetorical-question;rhyme-break,iltifat=inter:2->3 | rahman-surah=Ar-Rahman structural passage | rhetorical-Q-topic=rhetorical-questions.md | rhetorical-question=hal-rhetorical markers=hal | rhyme-break=rhetorical-Q at rhyme-break
55,61,5,dual-form;iltifat;rahman-refrain;rahman-surah;rhetorical-question,dual-form=rab~ | iltifat=inter:3->2 | rahman-refrain=fa-bi-ayyi ala'i rabbikuma tukadhdhiban | rahman-surah=Ar-Rahman structural passage | rhetorical-question=other-question markers=>aY~
55,62,5,dual-form;dual-form-topic;iltifat;paradise-hell;rahman-surah,dual-form=duwn | dual-form-topic=dual-form-mapping.md | iltifat=inter:2->3 | paradise-hell=paradise-hell-names.md | rahman-surah=Ar-Rahman structural passage
55,63,5,dual-form;iltifat;rahman-refrain;rahman-surah;rhetorical-question,dual-form=rab~ | iltifat=inter:3->2 | rahman-refrain=fa-bi-ayyi ala'i rabbikuma tukadhdhiban | rahman-surah=Ar-Rahman structural passage | rhetorical-question=other-question markers=>aY~
55,64,7,color;dual-form;dual-form-topic;hapax;hapax-topic;iltifat;rahman-surah,"color=colors-in-quran.md | dual-form=mudohaA^m~ataAn | dual-form-topic=dual-form-mapping.md | hapax=root-hapax:dhm (lemma=mudohaA^m~ataAn, root=dhm) | hapax-topic=hapax-legomena-catalog.md"
55,65,5,dual-form;iltifat;rahman-refrain;rahman-surah;rhetorical-question,dual-form=rab~ | iltifat=inter:3->2 | rahman-refrain=fa-bi-ayyi ala'i rabbikuma tukadhdhiban | rahman-surah=Ar-Rahman structural passage | rhetorical-question=other-question markers=>aY~
55,66,6,body-part;dual-form;dual-form-topic;hapax;iltifat;rahman-surah,"body-part=body-parts.md | dual-form=fiY | dual-form-topic=dual-form-mapping.md | hapax=root-hapax:nDx (lemma=naD~aAxataAn, root=nDx) | iltifat=inter:2->3"
55,67,5,dual-form;iltifat;rahman-refrain;rahman-surah;rhetorical-question,dual-form=rab~ | iltifat=inter:3->2 | rahman-refrain=fa-bi-ayyi ala'i rabbikuma tukadhdhiban | rahman-surah=Ar-Rahman structural passage | rhetorical-question=other-question markers=>aY~
55,68,4,dual-form;iltifat;plant;rahman-surah,dual-form=fiY | iltifat=inter:2->3 | plant=plants-quran.md | rahman-surah=Ar-Rahman structural passage
55,69,5,dual-form;iltifat;rahman-refrain;rahman-surah;rhetorical-question,dual-form=rab~ | iltifat=inter:3->2 | rahman-refrain=fa-bi-ayyi ala'i rabbikuma tukadhdhiban | rahman-surah=Ar-Rahman structural passage | rhetorical-question=other-question markers=>aY~
55,70,2,iltifat;rahman-surah,iltifat=inter:2->3 | rahman-surah=Ar-Rahman structural passage
55,71,5,dual-form;iltifat;rahman-refrain;rahman-surah;rhetorical-question,dual-form=rab~ | iltifat=inter:3->2 | rahman-refrain=fa-bi-ayyi ala'i rabbikuma tukadhdhiban | rahman-surah=Ar-Rahman structural passage | rhetorical-question=other-question markers=>aY~
55,72,4,hapax;iltifat;rahman-surah;rhyme-break,"hapax=root-hapax:xym (lemma=xiyaAm, root=xym) | iltifat=inter:2->3 | rahman-surah=Ar-Rahman structural passage | rhyme-break=surah-modal=ان this=ام"
55,73,5,dual-form;iltifat;rahman-refrain;rahman-surah;rhetorical-question,"dual-form=rab~ | iltifat=inter:3->2 | rahman-refrain=fa-bi-ayyi ala'i rabbikuma tukadhdhiban | rahman-surah=Ar-Rahman structural passage | rhetorical-question=rhetorical-reproach (Al-Rahman refrain, corpus-undertagged) markers=>aY~"
55,74,2,iltifat;rahman-surah,iltifat=inter:2->3 | rahman-surah=Ar-Rahman structural passage
55,75,5,dual-form;iltifat;rahman-refrain;rahman-surah;rhetorical-question,"dual-form=rab~ | iltifat=inter:3->2 | rahman-refrain=fa-bi-ayyi ala'i rabbikuma tukadhdhiban | rahman-surah=Ar-Rahman structural passage | rhetorical-question=rhetorical-reproach (Al-Rahman refrain, corpus-undertagged) markers=>aY~"
55,76,6,color;hapax;hapax-topic;iltifat;loan-word;rahman-surah,"color=colors-in-quran.md | hapax=root-hapax:Ebqr (lemma=EaboqariY~, root=Ebqr) | hapax-topic=hapax-legomena-catalog.md | iltifat=inter:2->3 | loan-word=foreign-loan-words.md"
55,77,5,dual-form;iltifat;rahman-refrain;rahman-surah;rhetorical-question,"dual-form=rab~ | iltifat=inter:3->2 | rahman-refrain=fa-bi-ayyi ala'i rabbikuma tukadhdhiban | rahman-surah=Ar-Rahman structural passage | rhetorical-question=rhetorical-reproach (Al-Rahman refrain, corpus-undertagged) markers=>aY~"
55,78,3,iltifat;rahman-surah;rhyme-break,iltifat=inter:2->3 | rahman-surah=Ar-Rahman structural passage | rhyme-break=surah-modal=ان this=ام
56,1,2,oath-opener;yawm,oath-opener=Opening oath of surah 56 | yawm=yawm-catalog.md
56,2,2,hapax;oath-opener,"hapax=lemma-hapax:waqoEat (lemma=waqoEat, root=wqE) | oath-opener=Opening oath of surah 56"
56,3,3,hapax;imperative-topic;oath-opener,"hapax=lemma-hapax:r~aAfiEap (lemma=r~aAfiEap, root=rfE) | imperative-topic=imperative-mood.md | oath-opener=Opening oath of surah 56"
56,4,5,hapax;hapax-topic;oath-opener;palindrome;yawm,"hapax=lemma-hapax:raj~ (lemma=raj~, root=rjj) | hapax-topic=hapax-legomena-catalog.md | oath-opener=Opening oath of surah 56 | palindrome=palindromes.md | yawm=yawm-catalog.md"
56,5,4,earth-sciences-audit;hapax;oath-opener;palindrome,"earth-sciences-audit=earth-sciences-audit.md | hapax=lemma-hapax:bas~ (lemma=bas~, root=bss) | oath-opener=Opening oath of surah 56 | palindrome=palindromes.md"
56,6,1,hapax,"hapax=lemma-hapax:m~unbav~ (lemma=m~unbav~, root=bvv)"
56,7,3,iltifat;numerical-coincidence;yawm,iltifat=inter:3->2 | numerical-coincidence=numerical-coincidences.md | yawm=yawm-catalog.md
56,8,3,form-content-outlier;iltifat;rhetorical-question,form-content-outlier=form-meets-content-outliers.md | iltifat=inter:2->3 | rhetorical-question=other-question markers=maA
56,9,1,rhetorical-question,rhetorical-question=other-question markers=maA
56,12,1,paradise-hell,paradise-hell=paradise-hell-names.md
56,15,2,hapax;metal-mineral,"hapax=root-hapax:wDn (lemma=m~awoDuwnap, root=wDn) | metal-mineral=metals-minerals.md"
56,17,1,kinship,kinship=kinship-vocabulary.md
56,18,2,hapax;loan-word,"hapax=lemma-hapax:>abaAriyq (lemma=>abaAriyq, root=) | loan-word=foreign-loan-words.md"
56,19,2,hapax;water,"hapax=lemma-hapax:yuSad~aEu (lemma=yuSad~aEu, root=SdE) | water=water-vocabulary.md"
56,20,1,oath-cluster,oath-cluster=waw:other | other
56,21,2,animal;oath-cluster,animal=quran-bestiary.md | oath-cluster=waw:other | other
56,22,2,numerical-coincidence;quotation-topic,numerical-coincidence=numerical-coincidences.md | quotation-topic=quotation-analysis.md
56,23,1,parable,parable=B:houris→pearl-like [ka-amthāli l-luʾluʾ]
56,25,2,mutashabih-lafzi;paradise-hell,"mutashabih-lafzi=pair with 78:35 (lexeme_substitution, r=0.8889) | paradise-hell=paradise-hell-names.md"
56,27,1,rhetorical-question,rhetorical-question=other-question markers=maA
56,28,3,balagha;hapax;plant,"balagha=balagha-mapping.md | hapax=root-hapax:xDd (lemma=m~axoDuwd, root=xDd) | plant=plants-quran.md"
56,29,5,hapax;numerical-coincidence;oath-cluster;oath-topic;plant,"hapax=root-hapax:TlH (lemma=TaloH, root=TlH) | numerical-coincidence=numerical-coincidences.md | oath-cluster=waw:other | other | other | other | oath-topic=oath-clusters.md | plant=plants-quran.md"
56,30,2,oath-cluster;plant,oath-cluster=waw:other | other | other | other | plant=plants-quran.md
